longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-122.98,38.44,29,4450,939,1328,590,3.1,<1H OCEAN
-120.54,38.75,9,3006,540,1102,418,3.9812,INLAND
-118.08,33.81,21,1189,281,577,264,3.3155,<1H OCEAN
-122.28,37.8,38,684,176,344,155,2.0114,NEAR BAY
-118.22,33.81,38,1486,359,1345,326,3.3988,NEAR OCEAN
-121.32,36.43,22,2927,637,2546,618,2.7153,<1H OCEAN
-117.98,34.02,32,2945,651,2044,652,3.1979,<1H OCEAN
-121.45,38.57,52,2006,412,825,384,3.2963,INLAND
-118.95,35.37,34,1672,359,1059,349,2.1588,INLAND
-117.55,33.9,21,1839,324,871,307,3.4459,INLAND
-121.91,36.59,17,5039,833,1678,710,6.2323,NEAR OCEAN
-118.2,33.8,42,4577,1146,2749,1094,2.5012,NEAR OCEAN
-122.47,37.89,23,10774,1736,3895,1683,7.2905,NEAR BAY
-122.19,37.76,38,1493,370,1144,351,0.7683,NEAR BAY
-118.36,34.04,49,995,184,462,194,2.7917,<1H OCEAN
-122.29,37.89,52,2269,380,1004,371,5.1696,NEAR BAY
-117.12,32.96,15,2869,405,1526,402,6.0175,<1H OCEAN
-121.68,36.9,13,833,130,405,127,5.2729,<1H OCEAN
-118.36,34.21,41,337,65,198,50,1.8929,<1H OCEAN
-122.32,37.95,35,1612,354,887,331,2.5769,NEAR BAY
-117.86,33.77,39,4159,655,1669,651,4.6111,<1H OCEAN
-117.11,33.14,10,3208,636,1395,582,3.4455,<1H OCEAN
-117.89,33.99,22,3272,618,1784,591,4.0324,<1H OCEAN
-118.14,33.91,37,932,171,578,175,4.375,<1H OCEAN
-117.65,35,36,1184,316,672,241,1.9107,INLAND
-118.14,34.09,38,1745,457,1547,460,2.85,<1H OCEAN
-118.26,34.13,37,196,74,194,68,1.2188,<1H OCEAN
-117.85,33.89,24,3326,503,1616,494,5.7457,<1H OCEAN
-117.93,33.76,17,3341,803,3381,825,3.371,<1H OCEAN
-122.33,37.58,43,1772,422,1573,401,2.7474,NEAR OCEAN
-118.35,33.91,28,2108,534,1485,536,4.0775,<1H OCEAN
-120.87,37.07,26,2036,401,1343,414,3.6331,INLAND
-117.95,34.07,37,1375,260,951,272,3.2083,<1H OCEAN
-121.85,37.72,43,228,40,83,42,10.3203,INLAND
-118.06,33.99,46,1203,219,637,211,3.3611,<1H OCEAN
-121.46,38.63,26,3185,658,2444,626,1.56,INLAND
-118.67,34.16,17,16544,2206,6214,2118,9.1228,<1H OCEAN
-120.04,36.96,23,2126,506,2091,491,1.3713,INLAND
-121.95,37.96,18,2739,393,1072,374,6.1436,INLAND
-122.18,37.78,43,1985,440,1085,407,3.4205,NEAR BAY
-117.31,33.1,15,2392,446,747,421,3.5341,NEAR OCEAN
-118.02,33.75,26,2989,479,1596,475,5.7157,<1H OCEAN
-118.71,34.27,26,990,223,719,232,3.163,<1H OCEAN
-118.29,33.99,46,2608,636,1766,596,1.5846,<1H OCEAN
-118.45,34.27,35,1579,300,1012,265,5.1296,<1H OCEAN
-117.66,33.61,21,1932,266,860,286,7.1497,<1H OCEAN
-117.38,34.08,11,5684,1139,3095,1036,3.6875,INLAND
-120.81,38.67,14,8396,1578,3952,1474,3.0565,INLAND
-122.22,37.78,50,1776,473,1807,440,1.7276,NEAR BAY
-118.29,33.72,25,2469,584,1253,535,3.1932,NEAR OCEAN
-119.1,35.33,4,6640,898,3121,902,6.759,INLAND
-117.08,32.91,9,1547,218,683,231,7.5604,<1H OCEAN
-117.89,33.74,33,619,139,1217,146,4.6875,<1H OCEAN
-119.31,34.44,5,403,48,208,54,12.632,NEAR OCEAN
-122,37.31,28,3811,585,1795,581,7.8383,<1H OCEAN
-120.46,34.64,16,686,217,614,200,0.8106,NEAR OCEAN
-121.12,39.2,9,1431,254,681,221,3.045,INLAND
-118.2,33.79,48,2105,592,1807,539,2.7183,NEAR OCEAN
-118.77,34.27,7,3074,794,1816,654,2.7137,<1H OCEAN
-122.25,37.83,35,1613,428,675,422,3.4722,NEAR BAY
-122.46,37.78,47,1682,379,837,375,5.2806,NEAR BAY
-122.04,36.95,27,1987,374,961,343,3.9667,NEAR OCEAN
-117.99,34.15,44,2492,611,1951,596,3.1304,INLAND
-118.46,35.13,19,3109,640,1457,620,2.6417,INLAND
-118.36,34.1,36,2963,838,1129,745,2.5588,<1H OCEAN
-118.42,34.15,27,2795,602,1073,535,5.1496,<1H OCEAN
-117.81,34.08,13,18448,2474,7775,2397,7.7876,INLAND
-117.66,33.64,17,3173,501,1555,520,6.7079,<1H OCEAN
-118.11,33.83,36,1820,313,899,295,4.918,<1H OCEAN
-121.88,37.43,31,2573,474,1898,475,5.6651,<1H OCEAN
-118.1,34.1,34,2578,645,1628,617,2.34,<1H OCEAN
-119.23,35.77,36,3225,635,2034,593,2.4044,INLAND
-122.15,37.43,47,2600,490,1149,465,5.0203,NEAR BAY
-122.42,37.62,36,1017,165,407,159,4.8,NEAR OCEAN
-118.45,34.01,36,2424,418,1123,417,6.4755,<1H OCEAN
-118.27,34.08,43,962,253,658,244,3.2386,<1H OCEAN
-118.38,34.27,8,3248,847,2608,731,2.8214,<1H OCEAN
-122.02,37.6,31,2155,522,1858,437,2.652,NEAR BAY
-117.8,34.1,13,2996,495,1187,464,6.2456,INLAND
-118.38,34.04,39,2614,569,1665,553,3.4063,<1H OCEAN
-117.83,33.93,14,1956,282,671,269,6.5841,<1H OCEAN
-117.86,33.62,23,3166,411,1092,345,7.9367,<1H OCEAN
-117.19,34.05,33,3007,498,1252,488,3.8816,INLAND
-117.84,33.74,25,1818,577,1426,532,3.2104,<1H OCEAN
-117.24,32.79,25,2135,691,566,320,2.6902,NEAR OCEAN
-121.8,37.23,18,2581,358,1284,377,6.7385,<1H OCEAN
-117.04,34.04,30,3474,735,1674,691,2.5863,INLAND
-119.8,36.29,7,479,84,327,103,5.1728,INLAND
-117.9,34.11,23,4776,1316,4797,1187,2.1667,<1H OCEAN
-117.95,33.77,38,1476,308,1114,309,4.1917,<1H OCEAN
-122.09,37.67,39,2069,500,1408,478,3.1115,NEAR BAY
-118.42,34.03,45,1262,223,637,221,5.0866,<1H OCEAN
-118.05,33.85,25,2856,388,1212,362,6.1737,<1H OCEAN
-121.79,37.32,6,2850,561,2160,581,5.5336,<1H OCEAN
-118.16,33.97,39,1444,447,1890,416,2.1181,<1H OCEAN
-115.59,32.79,8,2183,307,1000,287,6.3814,INLAND
-117.93,33.93,37,1128,273,931,234,2.8,<1H OCEAN
-117.3,34.46,8,6246,1273,3883,1264,2.7917,INLAND
-117.9,33.73,30,746,172,1048,163,4.1,<1H OCEAN
-122.55,38,18,3119,803,1395,722,3.9265,NEAR BAY
-118.18,33.78,17,1419,436,1300,360,2.0769,NEAR OCEAN
-119.29,36.12,24,1248,226,641,200,2.4722,INLAND
-118.45,35.62,18,2304,527,782,390,1.4141,INLAND
-121.79,37.31,22,2199,361,1270,386,5.1149,<1H OCEAN
-119.83,36.37,25,1549,269,819,272,2.7159,INLAND
-122.42,37.74,52,1674,346,734,335,3.8864,NEAR BAY
-123.18,39.23,18,243,55,115,54,2.125,<1H OCEAN
-121.29,38.68,20,1881,378,921,360,1.8589,INLAND
-117.25,32.81,39,1846,350,765,329,3.9187,NEAR OCEAN
-118.05,33.73,25,2472,450,1301,467,5.0699,<1H OCEAN
-122.27,37.56,17,3211,847,1553,812,4.9434,NEAR BAY
-118.33,34.05,44,1574,390,1323,404,2.5284,<1H OCEAN
-121.39,38.64,33,1503,282,652,229,3.6937,INLAND
-118.25,34.07,16,719,225,801,218,2.3942,<1H OCEAN
-122.12,37.42,35,2445,533,1187,519,5.2803,NEAR BAY
-117.17,34.05,29,4007,700,1576,696,3.1801,INLAND
-117.33,33.87,14,2300,335,1001,311,5.1045,INLAND
-117.32,34.06,52,802,160,564,131,2.1591,INLAND
-121.34,38.03,20,4213,751,2071,714,4.4063,INLAND
-122.47,37.51,15,4974,764,2222,774,6.7606,NEAR OCEAN
-121.94,37.54,27,3715,526,1631,538,6.2179,<1H OCEAN
-118.18,33.89,25,5896,1464,4149,1362,2.6742,<1H OCEAN
-117.05,32.77,33,3535,683,1568,672,2.8097,NEAR OCEAN
-118.01,34.05,37,682,172,813,173,3.8125,<1H OCEAN
-123.16,39.13,33,1320,303,1048,303,1.7813,<1H OCEAN
-121.27,38.02,32,342,58,138,52,2.9821,INLAND
-119.86,34.41,24,1576,580,1630,531,1.24,NEAR OCEAN
-118.18,33.87,44,2137,461,1126,439,3.4408,<1H OCEAN
-122.24,37.82,52,3665,517,1470,520,6.155,NEAR BAY
-117.9,33.65,27,3310,598,1402,563,6.632,<1H OCEAN
-122.26,37.88,52,2604,837,1798,769,1.725,NEAR BAY
-122.44,37.78,52,2695,657,1243,573,2.8569,NEAR BAY
-121.81,37.25,5,1975,520,861,440,4.4565,<1H OCEAN
-118.14,33.86,36,1774,348,934,333,4.8571,<1H OCEAN
-118.2,34.07,34,1765,551,2203,500,2.2708,<1H OCEAN
-119.83,36.83,14,2351,341,1128,363,6.9903,INLAND
-115.91,33.36,15,459,95,160,73,0.922,INLAND
-116.86,32.8,19,1747,291,848,290,4.875,<1H OCEAN
-117.97,33.93,31,1975,373,918,347,4.4107,<1H OCEAN
-118.39,34.19,23,1875,710,2555,657,2.0968,<1H OCEAN
-122.32,37.54,34,3661,692,1608,656,5.0774,NEAR OCEAN
-122.25,37.83,28,5022,1750,2558,1661,2.4234,NEAR BAY
-117.98,34.02,33,3512,632,1971,598,4.4653,<1H OCEAN
-117.94,33.79,24,4179,784,1902,733,4.7986,<1H OCEAN
-117.99,33.8,25,3179,639,2526,623,3.3281,<1H OCEAN
-117.92,34.1,35,2994,603,1933,561,4.0052,<1H OCEAN
-118,33.85,33,2053,418,1154,405,4.0455,<1H OCEAN
-117.93,33.69,26,2822,473,1258,469,6.4441,<1H OCEAN
-118.2,34.05,40,1146,323,1354,321,1.9205,<1H OCEAN
-122.27,37.81,40,880,451,582,380,0.977,NEAR BAY
-121.3,38.03,11,2866,654,1404,525,2.505,INLAND
-117.87,33.74,31,2338,652,3289,631,2.6734,<1H OCEAN
-117.24,33.05,15,3029,555,1559,546,5.3129,NEAR OCEAN
-117.9,33.85,31,3413,764,2326,728,4.325,<1H OCEAN
-121.27,37.87,34,1010,206,678,234,2.9531,INLAND
-118.31,33.96,47,2005,392,1134,415,3.7143,<1H OCEAN
-118.28,34.1,49,2843,880,2004,796,2.7875,<1H OCEAN
-122.32,37.97,33,1156,190,643,209,4.5,NEAR BAY
-121.31,38.66,26,1604,245,751,267,4.7381,INLAND
-121.43,37.75,41,1717,325,855,303,2.75,INLAND
-118.29,34.11,24,3696,1125,1685,1031,2.3789,<1H OCEAN
-122.02,38.38,16,808,137,371,145,6.0767,INLAND
-122.01,37.92,18,2808,337,1038,337,8.3956,NEAR BAY
-117.3,34.13,42,2115,557,1532,494,1.4531,INLAND
-118.37,34.21,33,2034,470,1990,423,3.7455,<1H OCEAN
-121.83,36.98,19,4431,705,1764,679,4.3321,<1H OCEAN
-121.96,39.3,39,701,130,271,89,2.1845,INLAND
-118.3,34.03,37,2781,766,2586,729,1.8564,<1H OCEAN
-118.3,34.05,44,1612,650,2028,593,1.9152,<1H OCEAN
-118.01,34.09,29,3402,747,2331,690,3.6094,INLAND
-117.06,33.01,24,2618,485,726,443,3.5192,<1H OCEAN
-122.53,37.88,36,2688,485,1064,449,4.4583,NEAR BAY
-121.24,38.68,20,1402,236,676,236,3.7426,INLAND
-117.95,34,34,2376,468,1858,449,4.1328,<1H OCEAN
-118.23,34.07,40,506,119,397,114,3.1944,<1H OCEAN
-117.89,33.87,32,1569,422,835,386,3.0465,<1H OCEAN
-122.09,37.69,20,4296,817,1732,800,4.8036,NEAR BAY
-121.63,36.65,44,309,121,315,80,1.6071,<1H OCEAN
-122.05,37.68,23,7518,1279,3827,1294,5.1701,NEAR BAY
-117.04,32.71,28,5274,991,3727,961,3.57,NEAR OCEAN
-117.04,32.7,7,9311,1703,7302,1694,4.419,NEAR OCEAN
-118.26,34.07,52,1802,613,2382,587,1.8438,<1H OCEAN
-118.13,34.17,49,1962,435,1329,457,3.2898,<1H OCEAN
-116.97,32.79,19,4108,1101,2971,1006,1.9893,<1H OCEAN
-119.55,36.51,46,55,11,26,5,4.125,INLAND
-120.92,37.65,23,505,124,163,129,1.3696,INLAND
-120.8,38.51,23,1001,195,369,157,3.125,INLAND
-121.83,38,15,6365,1646,3838,1458,2.5495,INLAND
-122.42,37.93,47,3453,779,1353,728,4.016,NEAR BAY
-122.27,37.47,44,3022,473,1235,477,6.7058,NEAR OCEAN
-122.36,37.94,45,907,188,479,161,3.0862,NEAR BAY
-118.32,33.33,52,2127,512,733,288,3.3906,ISLAND
-117.06,32.73,33,3444,619,1884,582,3.7891,NEAR OCEAN
-118.97,37.64,13,1907,544,575,234,3.0685,INLAND
-117.27,34.12,52,954,246,943,256,0.8658,INLAND
-120.55,37.32,21,1410,229,590,205,3.3194,INLAND
-117.99,33.9,33,2161,383,1235,383,5.6454,<1H OCEAN
-118,33.91,19,5166,770,2374,753,5.979,<1H OCEAN
-118.37,33.81,36,2031,339,817,337,5.1271,NEAR OCEAN
-117.97,33.66,14,6090,1338,1974,1248,2.8061,<1H OCEAN
-117.17,33.28,16,1921,312,862,280,5.1786,<1H OCEAN
-119.88,36.81,30,2288,474,1435,425,1.3221,INLAND
-117.74,34.05,29,2452,700,3029,665,2.1354,INLAND
-117.13,32.79,35,1458,262,723,257,4.2098,NEAR OCEAN
-122.06,37.65,33,1227,286,848,291,3.8036,NEAR BAY
-118.3,33.99,47,2212,533,1903,554,1.9853,<1H OCEAN
-118.06,35.68,15,1962,403,730,321,2.25,INLAND
-118.38,33.89,35,1778,330,732,312,6.5745,<1H OCEAN
-122.45,37.73,52,2510,438,1153,407,5.1238,NEAR BAY
-121.97,37.24,35,2553,533,1117,498,4.4063,<1H OCEAN
-118.14,33.95,44,1812,338,822,314,6.7744,<1H OCEAN
-121.97,37.53,35,2277,420,1353,413,4.75,<1H OCEAN
-118.15,34.86,10,4597,1009,2227,821,2.6149,INLAND
-117.2,32.86,4,4308,1095,1923,932,3.9356,NEAR OCEAN
-118.3,34.01,52,1444,343,1154,334,2.0625,<1H OCEAN
-117.98,33.79,35,2356,478,1659,480,4.1115,<1H OCEAN
-122.42,37.62,43,2367,409,1141,400,4.8295,NEAR OCEAN
-118.2,33.94,42,618,163,680,179,3.3472,<1H OCEAN
-117.01,32.81,21,4203,618,1620,600,5.3441,<1H OCEAN
-116.98,32.74,17,3943,843,1995,766,2.6944,<1H OCEAN
-122.01,37.53,19,4572,712,2346,709,6.0667,NEAR BAY
-117.92,34.03,32,1819,375,1728,375,3.975,<1H OCEAN
-123.17,39.15,30,1904,331,816,325,4.425,<1H OCEAN
-123.76,41.03,24,2386,565,1058,414,2.0644,<1H OCEAN
-122.44,37.73,46,3581,758,1670,703,4.1932,NEAR BAY
-120.43,34.93,10,2980,585,1593,562,3.285,<1H OCEAN
-122.42,37.64,41,98,20,68,19,2.225,NEAR OCEAN
-117.98,34.14,27,6341,1289,2899,1192,3.6336,INLAND
-122.3,37.91,40,2866,617,1305,589,3.6321,NEAR BAY
-118.32,33.8,29,4317,1037,2102,959,3.1275,<1H OCEAN
-118.41,34.04,49,601,95,228,106,8.0239,<1H OCEAN
-121.94,37.34,36,3142,632,1372,560,5.0175,<1H OCEAN
-117.21,32.84,34,2158,366,1046,335,4.5402,NEAR OCEAN
-118.12,34.16,30,1762,416,940,398,2.8631,<1H OCEAN
-119.87,36.54,34,1370,287,818,269,2.4044,INLAND
-117.92,33.94,30,2506,394,1255,421,4.7813,<1H OCEAN
-118.09,33.75,32,6239,974,2615,950,6.6188,NEAR OCEAN
-118.28,34,46,1650,463,1992,458,2.3403,<1H OCEAN
-119.29,36.54,18,2581,628,2732,592,1.8429,INLAND
-121.92,36.55,37,2190,419,490,300,3.7852,NEAR OCEAN
-118.44,34.16,35,3080,642,1362,623,4.1218,<1H OCEAN
-122.26,37.84,52,696,191,345,174,2.6736,NEAR BAY
-119.76,36.79,26,3654,837,1976,830,2.1544,INLAND
-119.73,36.73,9,1621,428,678,394,2.2437,INLAND
-118.99,35.3,33,2248,434,1461,405,2.9402,INLAND
-118.2,34.02,49,1098,317,1411,301,2.75,<1H OCEAN
-118.47,34.05,25,2689,719,1229,663,3.5909,<1H OCEAN
-118.18,33.88,47,882,185,536,174,4.625,<1H OCEAN
-117.93,33.83,30,1561,381,1104,391,3.375,<1H OCEAN
-122.47,37.78,52,2635,587,1302,577,3.7292,NEAR BAY
-121.73,38,3,9217,1522,3578,1272,5.0016,INLAND
-121.97,37.25,32,2892,496,1193,492,6.131,<1H OCEAN
-122.71,38.44,27,966,251,462,230,1.7,<1H OCEAN
-117.72,33.62,19,5777,1261,1711,1225,2.7634,<1H OCEAN
-122.46,37.72,52,2951,406,1115,397,6.7228,NEAR OCEAN
-121.23,37.84,28,1347,241,713,225,4.0208,INLAND
-117.53,33.88,22,2855,667,2453,624,3.1312,INLAND
-117.25,32.82,23,6139,826,2036,807,9.5245,NEAR OCEAN
-118.15,34.04,33,818,195,664,198,2.1944,<1H OCEAN
-119.79,36.79,19,1524,448,960,386,1.5122,INLAND
-122.05,37.63,5,3785,936,2240,792,3.2829,NEAR BAY
-121.32,38.62,29,2430,448,1087,394,3.0864,INLAND
-121.82,38.01,47,1265,254,587,247,2.6364,INLAND
-122.26,38.03,25,2239,361,928,353,4.4474,NEAR BAY
-118,33.75,26,1382,387,1977,368,2.7589,<1H OCEAN
-118.07,33.85,16,3771,606,2196,564,7.0113,<1H OCEAN
-121.92,37.73,24,1407,327,501,295,2.4821,<1H OCEAN
-122.56,37.95,34,2677,411,933,410,6.1444,NEAR OCEAN
-117.29,34.13,44,2337,563,1238,467,1.5156,INLAND
-118.08,33.99,38,1683,328,1369,339,3.6196,<1H OCEAN
-121.68,39.82,15,3996,748,1786,728,3.5189,INLAND
-121.89,37.26,25,3319,531,1560,502,5.8479,<1H OCEAN
-117.05,34.04,23,3967,766,1518,698,2.29,INLAND
-117.84,33.9,24,1723,223,707,219,7.0352,<1H OCEAN
-117.93,33.94,28,3664,719,1820,657,4.225,<1H OCEAN
-117.94,33.78,34,2627,468,1409,450,4.7731,<1H OCEAN
-117.29,35.54,35,7922,1636,3431,1329,3.4145,INLAND
-116.88,33.93,37,1495,429,865,342,1.2188,INLAND
-117.88,33.84,34,1410,214,837,240,6.1168,<1H OCEAN
-117.49,33.99,21,2050,392,1153,336,4.84,INLAND
-117.98,34.03,21,797,162,484,166,2.625,<1H OCEAN
-119.23,34.19,16,5297,810,1489,667,6.4522,NEAR OCEAN
-117.86,33.75,13,1632,598,3356,659,1.5054,<1H OCEAN
-118.43,34.01,27,3133,1021,2242,1002,2.697,<1H OCEAN
-122.31,38.01,18,4123,874,1895,772,3.2759,NEAR BAY
-122.43,37.79,52,3486,847,1248,813,7.2623,NEAR BAY
-118.19,33.95,42,1651,463,1559,436,2.3882,<1H OCEAN
-117.11,32.91,15,1840,235,855,241,7.5992,<1H OCEAN
-118.47,34.04,32,2909,748,1310,706,4.516,<1H OCEAN
-122.42,37.75,52,2163,607,1447,546,3.3555,NEAR BAY
-117.34,34.08,35,1380,248,730,264,3.2305,INLAND
-122.06,37.99,17,1319,316,384,269,1.8229,NEAR BAY
-122.06,37.54,20,6483,1068,3526,1060,5.0838,NEAR BAY
-117.14,32.74,16,6075,1816,2592,1634,2.5553,NEAR OCEAN
-122.07,38,37,978,202,462,184,3.625,NEAR BAY
-122.35,40.57,18,2226,490,859,451,1.6821,INLAND
-121.37,38.69,35,1093,192,590,190,2.7009,INLAND
-120.19,36.6,25,875,214,931,214,1.5536,INLAND
-121.28,38.03,11,826,150,684,166,3.9265,INLAND
-117.51,33.95,12,9016,1486,4285,1457,4.9984,INLAND
-118.36,33.88,31,2518,543,1107,508,4.7404,<1H OCEAN
-122.3,37.97,35,1811,377,911,340,3.375,NEAR BAY
-120.87,37.76,16,1174,249,601,242,1.7143,INLAND
-115.73,33.09,27,452,103,258,61,2.9,INLAND
-121.22,37.79,38,2152,451,1320,457,2.5025,INLAND
-121.98,37.95,14,6290,854,2724,820,6.7371,INLAND
-121.79,37.67,26,2163,339,947,346,6.0797,INLAND
-117.9,33.9,18,3821,576,1430,568,6.9399,<1H OCEAN
-122.04,37.85,27,6039,780,2181,761,9.5862,NEAR BAY
-119.73,34.42,25,2024,312,907,335,5.4127,NEAR OCEAN
-116.44,33.77,18,4872,1110,955,656,2.2439,INLAND
-117.31,34.17,25,2795,596,1650,569,3.0078,INLAND
-117.14,32.8,35,1267,212,710,204,2.5368,NEAR OCEAN
-122.13,37.7,43,3046,557,1333,544,3.4583,NEAR BAY
-122.48,38.31,29,2375,560,1124,502,2.3276,<1H OCEAN
-118.37,33.88,44,1325,245,669,253,4.4211,<1H OCEAN
-121.45,38.64,23,1481,343,1079,315,1.867,INLAND
-122.57,38.02,33,9531,1487,3798,1409,5.6512,NEAR BAY
-118.02,33.79,23,6368,1030,3281,1001,6.1142,<1H OCEAN
-124.07,40.87,47,1765,326,796,333,2.2138,NEAR OCEAN
-116.91,34.24,23,6379,1636,1350,568,1.6336,INLAND
-117.65,33.62,15,2708,410,1140,389,6.2899,<1H OCEAN
-116.94,32.81,8,2517,632,1686,613,2.136,<1H OCEAN
-119.78,36.76,50,1343,322,1063,342,1.75,INLAND
-122.05,38,16,1085,217,356,232,2.3462,NEAR BAY
-122.24,37.49,30,2956,590,1191,594,3.7463,NEAR OCEAN
-121.46,38.54,39,1453,324,843,281,1.7692,INLAND
-117.93,33.95,31,3600,468,1382,435,7.4597,<1H OCEAN
-117.96,33.69,20,3123,441,1319,432,6.091,<1H OCEAN
-122.04,37.96,27,2587,729,1500,623,1.837,NEAR BAY
-121.3,37.97,52,2259,417,766,385,2.2981,INLAND
-121.74,37.35,34,440,90,217,93,5.2327,<1H OCEAN
-121.58,39.14,52,662,160,520,149,0.8928,INLAND
-119.75,36.71,38,1481,,1543,372,1.4577,INLAND
-118.36,33.98,29,2861,816,1715,775,2.7712,<1H OCEAN
-122.18,37.73,42,909,215,646,198,2.9063,NEAR BAY
-122.64,38.87,16,1177,240,519,199,1.5739,INLAND
-120.72,38.42,17,5654,1085,2237,953,3.0465,INLAND
-118.2,33.77,24,2404,819,1566,753,1.5076,NEAR OCEAN
-118.43,34.2,28,3386,,2240,737,3.0221,<1H OCEAN
-122.74,38.44,23,2819,612,1644,546,2.6576,<1H OCEAN
-118.12,33.91,35,620,122,381,124,3.7917,<1H OCEAN
-118.03,33.95,37,1772,321,934,326,4.1471,<1H OCEAN
-122.76,38.46,14,4794,767,2252,768,4.2061,<1H OCEAN
-121.83,37.28,33,1115,250,1168,261,3.9009,<1H OCEAN
-118.48,34.25,35,1865,335,1074,337,5.1068,<1H OCEAN
-121.35,38.28,17,2756,557,1986,530,3.2234,INLAND
-118.18,33.82,43,2210,469,1042,418,3.5,NEAR OCEAN
-122.02,37.01,20,1005,138,345,129,10.0968,NEAR OCEAN
-117.67,33.49,10,366,61,128,61,8.163,<1H OCEAN
-117.59,34.13,10,20263,3915,9716,3744,3.8505,INLAND
-117.89,34.09,35,1205,330,583,319,2.3971,<1H OCEAN
-122.68,38.43,29,488,63,161,62,6.0774,<1H OCEAN
-118.32,33.87,28,3763,762,1967,724,5.3244,<1H OCEAN
-118.58,34.06,25,4440,693,1560,636,8.8666,<1H OCEAN
-118.03,33.96,37,1180,256,614,242,3.117,<1H OCEAN
-117.81,33.82,20,2819,319,1019,319,12.2092,<1H OCEAN
-122.15,37.41,29,473,103,359,87,7.0309,NEAR BAY
-116.87,33.57,12,1153,265,446,195,3.038,INLAND
-121.72,37.7,17,1671,352,729,252,6.1023,INLAND
-122.26,38,6,678,104,318,91,5.2375,NEAR BAY
-118.25,34.14,13,3487,1131,3749,1072,2.1602,<1H OCEAN
-118.4,33.86,41,2237,597,938,523,4.7105,<1H OCEAN
-117.18,33.15,7,6225,1683,5410,1580,2.32,<1H OCEAN
-117.33,34.12,33,933,219,838,211,1.3417,INLAND
-117.98,33.68,14,3396,477,1542,472,7.3982,<1H OCEAN
-122.46,37.78,52,2051,552,1400,510,3.2396,NEAR BAY
-122.33,37.97,45,1982,376,1179,398,3.5463,NEAR BAY
-122.31,37.56,45,1792,301,829,318,4.9013,NEAR OCEAN
-118.13,33.86,45,1866,343,919,344,3.5833,<1H OCEAN
-118.42,34.18,30,1323,353,856,333,3.3594,<1H OCEAN
-121.52,38.9,32,1650,313,802,284,2.9048,INLAND
-121.99,37.26,29,2718,365,982,339,7.9234,<1H OCEAN
-120.98,37.64,39,2617,659,2052,642,1.6952,INLAND
-117.87,33.92,14,4039,669,1905,670,6.3303,<1H OCEAN
-117.79,33.77,23,3596,451,1292,458,8.5403,<1H OCEAN
-117.96,33.73,22,3479,455,1454,488,6.6324,<1H OCEAN
-121.63,37.12,17,1830,398,1110,388,2.4821,<1H OCEAN
-117.89,33.77,29,2577,445,1849,470,4.4732,<1H OCEAN
-118.24,34.15,7,2063,670,1892,643,1.7301,<1H OCEAN
-122.06,37.96,37,1784,313,788,304,4.2917,NEAR BAY
-119.85,36.76,10,2067,450,845,354,1.8214,INLAND
-118.09,34.01,36,1465,363,1538,342,3.5469,<1H OCEAN
-123.73,39.17,20,4620,1042,1745,794,2.375,NEAR OCEAN
-121.4,36.84,40,2352,536,1430,535,3.0912,INLAND
-118.21,33.8,41,1251,279,1053,278,3.2778,NEAR OCEAN
-119.62,36.56,30,1722,372,1467,403,1.8878,INLAND
-118.81,34.25,4,9147,1827,3950,1661,5.716,<1H OCEAN
-117.1,33,5,15502,2613,7417,2358,5.9094,<1H OCEAN
-118.38,33.86,15,1778,311,908,330,7.674,<1H OCEAN
-118.31,34.04,29,2038,578,2070,570,2.0658,<1H OCEAN
-121.5,38.52,37,2008,466,1261,427,2.2574,INLAND
-118,34.13,35,1005,224,742,221,3.5481,INLAND
-118.35,33.91,19,1949,559,1282,498,2.7813,<1H OCEAN
-118.98,35.37,36,1562,398,1223,329,0.9675,INLAND
-117.9,33.88,28,2696,346,947,356,9.0055,<1H OCEAN
-121.65,39.16,16,5022,1103,2087,956,2.3963,INLAND
-119.81,36.6,24,2246,462,1291,394,2.4006,INLAND
-118.02,34.15,44,2419,437,1045,432,3.875,INLAND
-118.09,34.7,6,4558,804,1543,563,2.8548,INLAND
-118.42,34.27,37,1024,246,1371,239,3.225,<1H OCEAN
-118.32,34.07,52,2156,306,861,311,8.8062,<1H OCEAN
-122.46,37.73,52,3547,506,1276,491,8.0069,NEAR BAY
-116.53,33.78,18,2547,463,411,214,2.5489,INLAND
-120.99,39.22,16,1497,275,737,243,2.8942,INLAND
-116.47,34.07,22,5473,1234,2581,1098,1.9375,INLAND
-122.28,37.82,52,1170,235,701,233,1.6098,NEAR BAY
-118.47,35.64,17,2248,535,927,427,1.3023,INLAND
-118.26,33.97,46,1086,249,880,250,1.5962,<1H OCEAN
-117.2,32.78,38,2662,498,1132,496,4.0057,NEAR OCEAN
-118.55,34.28,16,8879,,3468,1200,8.1125,<1H OCEAN
-117.86,33.84,19,1725,392,920,400,3.0087,<1H OCEAN
-117.78,33.78,6,9792,1283,3744,1179,10.1714,<1H OCEAN
-121.86,37.41,16,2938,589,1718,568,5.5073,<1H OCEAN
-117.58,34.11,14,11635,2055,6443,2009,4.7547,INLAND
-118.02,34.12,38,1778,288,870,281,6.5784,INLAND
-117.08,32.93,5,14944,2490,6600,2407,6.0857,<1H OCEAN
-117.62,34.02,16,2040,325,1207,324,5.0431,INLAND
-117.25,32.86,27,2530,469,594,326,7.2821,NEAR OCEAN
